chr,start,end,value
chr6,32095359,32095362,10.84
chr6,32095362,32095364,11.21
chr6,32095364,32095365,11.09
chr6,32095365,32095366,11.21
chr6,32095366,32095368,11.09
chr6,32095368,32095370,11.46
chr6,32095370,32095371,11.59
chr6,32095371,32095372,11.46
chr6,32095372,32095373,11.71
chr6,32095373,32095374,11.59
chr6,32095374,32095375,11.59
chr6,32095375,32095377,11.71
chr6,32095377,32095378,11.96
chr6,32095378,32095379,12.08
chr6,32095379,32095381,12.33
chr6,32095381,32095384,12.46
chr6,32095384,32095385,12.58
chr6,32095385,32095387,12.96
chr6,32095387,32095388,13.21
chr6,32095388,32095389,13.21
chr6,32095389,32095391,13.08
chr6,32095391,32095393,13.45
chr6,32095393,32095394,13.58
chr6,32095394,32095397,13.08
chr6,32095397,32095399,12.58
chr6,32095399,32095401,12.33
chr6,32095401,32095402,12.33
chr6,32095402,32095403,12.46
chr6,32095403,32095404,12.46
chr6,32095404,32095407,11.96
chr6,32095407,32095408,12.21
chr6,32095408,32095409,12.08
chr6,32095409,32095410,12.08
chr6,32095410,32095411,12.58
chr6,32095411,32095412,12.71
chr6,32095412,32095413,12.46
chr6,32095413,32095414,12.58
chr6,32095414,32095415,13.08
chr6,32095415,32095417,13.33
chr6,32095417,32095418,13.08
chr6,32095418,32095419,13.21
chr6,32095419,32095420,13.21
chr6,32095420,32095421,13.45
chr6,32095421,32095422,13.45
chr6,32095422,32095424,13.58
chr6,32095424,32095425,13.95
chr6,32095425,32095426,13.83
chr6,32095426,32095427,13.7
chr6,32095427,32095428,13.58
chr6,32095428,32095429,13.7
chr6,32095429,32095430,14.08
chr6,32095430,32095431,14.2
chr6,32095431,32095432,14.08
chr6,32095432,32095433,14.45
chr6,32095433,32095434,14.45
chr6,32095434,32095435,14.7
chr6,32095435,32095436,14.83
chr6,32095436,32095437,15.07
chr6,32095437,32095438,15.32
chr6,32095438,32095439,15.82
chr6,32095439,32095440,15.7
chr6,32095440,32095441,15.57
chr6,32095441,32095442,16.07
chr6,32095442,32095443,16.32
chr6,32095443,32095445,16.82
chr6,32095445,32095447,17.07
chr6,32095447,32095448,17.57
chr6,32095448,32095449,17.44
chr6,32095449,32095450,17.32
chr6,32095450,32095451,17.69
chr6,32095451,32095452,17.57
chr6,32095452,32095454,17.07
chr6,32095454,32095455,17.19
chr6,32095455,32095456,17.44
chr6,32095456,32095457,17.07
chr6,32095457,32095458,16.94
chr6,32095458,32095459,17.44
chr6,32095459,32095460,18.19
chr6,32095460,32095462,18.31
chr6,32095462,32095463,18.69
chr6,32095463,32095464,18.69
chr6,32095464,32095467,18.81
chr6,32095467,32095468,19.19
chr6,32095468,32095470,18.69
chr6,32095470,32095471,18.81
chr6,32095471,32095472,18.94
chr6,32095472,32095473,19.06
chr6,32095473,32095475,19.56
chr6,32095475,32095476,19.56
chr6,32095476,32095477,19.31
chr6,32095477,32095478,19.43
chr6,32095478,32095479,19.31
chr6,32095479,32095480,19.56
chr6,32095480,32095481,19.81
chr6,32095481,32095483,20.06
chr6,32095483,32095484,20.43
chr6,32095484,32095485,20.56
chr6,32095485,32095486,20.31
chr6,32095486,32095488,20.68
chr6,32095488,32095489,20.93
chr6,32095489,32095490,20.81
chr6,32095490,32095492,20.81
chr6,32095492,32095493,21.18
chr6,32095493,32095494,21.18
chr6,32095494,32095496,21.55
chr6,32095496,32095497,21.55
chr6,32095497,32095498,22.3
chr6,32095498,32095499,22.8
chr6,32095499,32095500,22.67
chr6,32095500,32095501,23.05
chr6,32095501,32095502,23.67
chr6,32095502,32095503,23.8
chr6,32095503,32095504,23.67
chr6,32095504,32095505,23.92
chr6,32095505,32095506,24.04
chr6,32095506,32095507,23.92
chr6,32095507,32095508,24.67
chr6,32095508,32095509,24.42
chr6,32095509,32095510,24.04
chr6,32095510,32095511,24.04
chr6,32095511,32095512,24.54
chr6,32095512,32095513,24.92
chr6,32095513,32095514,25.29
chr6,32095514,32095515,26.04
chr6,32095515,32095516,25.91
chr6,32095516,32095517,26.04
chr6,32095517,32095518,26.41
chr6,32095518,32095519,26.29
chr6,32095519,32095521,26.16
chr6,32095521,32095522,26.29
chr6,32095522,32095523,25.91
chr6,32095523,32095524,26.41
chr6,32095524,32095525,26.66
chr6,32095525,32095526,26.79
chr6,32095526,32095528,27.41
chr6,32095528,32095529,27.78
chr6,32095529,32095530,28.16
chr6,32095530,32095531,28.28
chr6,32095531,32095532,28.78
chr6,32095532,32095533,28.78
chr6,32095533,32095534,29.15
chr6,32095534,32095535,29.4
chr6,32095535,32095536,29.9
chr6,32095536,32095537,30.15
chr6,32095537,32095538,30.65
chr6,32095538,32095539,30.4
chr6,32095539,32095540,30.52
chr6,32095540,32095541,30.52
chr6,32095541,32095542,30.4
chr6,32095542,32095543,30.65
chr6,32095543,32095544,30.77
chr6,32095544,32095545,30.77
chr6,32095545,32095546,30.4
chr6,32095546,32095548,30.27
chr6,32095548,32095549,30.65
chr6,32095549,32095550,30.77
chr6,32095550,32095551,30.9
chr6,32095551,32095552,30.77
chr6,32095552,32095553,31.4
chr6,32095553,32095555,31.64
chr6,32095555,32095556,31.52
chr6,32095556,32095557,32.02
chr6,32095557,32095558,32.77
chr6,32095558,32095559,33.01
chr6,32095559,32095560,33.01
chr6,32095560,32095561,33.51
chr6,32095561,32095562,33.89
chr6,32095562,32095563,34.14
chr6,32095563,32095564,34.51
chr6,32095564,32095565,34.88
chr6,32095565,32095566,35.13
chr6,32095566,32095567,35.38
chr6,32095567,32095568,35.13
chr6,32095568,32095569,35.01
chr6,32095569,32095570,34.63
chr6,32095570,32095571,34.76
chr6,32095571,32095572,35.01
chr6,32095572,32095573,34.76
chr6,32095573,32095574,34.51
chr6,32095574,32095575,34.76
chr6,32095575,32095576,35.01
chr6,32095576,32095577,35.01
chr6,32095577,32095578,35.13
chr6,32095578,32095579,35.01
chr6,32095579,32095581,35.26
chr6,32095581,32095582,35.26
chr6,32095582,32095583,35.76
chr6,32095583,32095584,35.88
chr6,32095584,32095585,36
chr6,32095585,32095586,36
chr6,32095586,32095587,35.88
chr6,32095587,32095588,35.63
chr6,32095588,32095589,36.38
chr6,32095589,32095590,36.38
chr6,32095590,32095591,36.13
chr6,32095591,32095592,36
chr6,32095592,32095593,36.25
chr6,32095593,32095594,36
chr6,32095594,32095595,35.88
chr6,32095595,32095596,35.88
chr6,32095596,32095597,36
chr6,32095597,32095598,36.13
chr6,32095598,32095599,36.38
chr6,32095599,32095600,37.25
chr6,32095600,32095601,38.25
chr6,32095601,32095602,38.25
chr6,32095602,32095603,38.12
chr6,32095603,32095604,38.12
chr6,32095604,32095605,37.75
chr6,32095605,32095606,38.25
chr6,32095606,32095608,38.62
chr6,32095608,32095609,38.5
chr6,32095609,32095610,38.75
chr6,32095610,32095611,38.87
chr6,32095611,32095612,39.12
chr6,32095612,32095613,39.62
chr6,32095613,32095614,39.87
chr6,32095614,32095615,39.87
chr6,32095615,32095616,40.37
chr6,32095616,32095617,41.11
chr6,32095617,32095618,41.49
chr6,32095618,32095619,41.61
chr6,32095619,32095620,41.49
chr6,32095620,32095621,41.99
chr6,32095621,32095622,42.11
chr6,32095622,32095623,42.36
chr6,32095623,32095624,42.48
chr6,32095624,32095625,42.48
chr6,32095625,32095627,42.11
chr6,32095627,32095628,42.23
chr6,32095628,32095629,41.74
chr6,32095629,32095630,41.86
chr6,32095630,32095631,41.99
chr6,32095631,32095632,41.99
chr6,32095632,32095633,41.11
chr6,32095633,32095634,41.11
chr6,32095634,32095635,41.49
chr6,32095635,32095636,41.36
chr6,32095636,32095637,41.49
chr6,32095637,32095638,41.61
chr6,32095638,32095639,41.24
chr6,32095639,32095640,41.61
chr6,32095640,32095641,42.61
chr6,32095641,32095642,42.98
chr6,32095642,32095643,42.48
chr6,32095643,32095644,42.36
chr6,32095644,32095645,43.23
chr6,32095645,32095646,42.48
chr6,32095646,32095647,42.86
chr6,32095647,32095648,43.36
chr6,32095648,32095649,43.36
chr6,32095649,32095650,43.6
chr6,32095650,32095651,43.98
chr6,32095651,32095652,44.35
chr6,32095652,32095653,44.48
chr6,32095653,32095654,44.98
chr6,32095654,32095655,44.48
chr6,32095655,32095656,44.85
chr6,32095656,32095657,45.1
chr6,32095657,32095658,45.72
chr6,32095658,32095659,46.1
chr6,32095659,32095660,46.22
chr6,32095660,32095661,46.59
chr6,32095661,32095662,46.35
chr6,32095662,32095663,45.97
chr6,32095663,32095664,46.1
chr6,32095664,32095665,46.1
chr6,32095665,32095666,46.1
chr6,32095666,32095667,46.97
chr6,32095667,32095668,47.72
chr6,32095668,32095669,47.72
chr6,32095669,32095670,47.59
chr6,32095670,32095671,47.72
chr6,32095671,32095672,47.59
chr6,32095672,32095673,47.72
chr6,32095673,32095674,48.09
chr6,32095674,32095675,48.34
chr6,32095675,32095676,48.71
chr6,32095676,32095677,49.21
chr6,32095677,32095678,50.08
chr6,32095678,32095679,50.46
chr6,32095679,32095680,50.21
chr6,32095680,32095681,50.46
chr6,32095681,32095682,50.33
chr6,32095682,32095683,51.33
chr6,32095683,32095684,51.7
chr6,32095684,32095685,51.7
chr6,32095685,32095686,52.33
chr6,32095686,32095687,52.7
chr6,32095687,32095688,52.57
chr6,32095688,32095689,52.33
chr6,32095689,32095690,52.57
chr6,32095690,32095691,52.57
chr6,32095691,32095692,52.33
chr6,32095692,32095693,52.2
chr6,32095693,32095694,52.33
chr6,32095694,32095695,51.95
chr6,32095695,32095696,51.7
chr6,32095696,32095697,51.58
chr6,32095697,32095698,51.45
chr6,32095698,32095699,51.7
chr6,32095699,32095700,51.58
chr6,32095700,32095701,51.95
chr6,32095701,32095702,52.45
chr6,32095702,32095703,52.95
chr6,32095703,32095704,52.7
chr6,32095704,32095705,52.82
chr6,32095705,32095706,52.2
chr6,32095706,32095707,52.2
chr6,32095707,32095708,51.95
chr6,32095708,32095709,51.83
chr6,32095709,32095710,51.7
chr6,32095710,32095712,51.95
chr6,32095712,32095713,51.95
chr6,32095713,32095714,52.2
chr6,32095714,32095715,52.33
chr6,32095715,32095716,52.33
chr6,32095716,32095717,52.33
chr6,32095717,32095719,52.33
chr6,32095719,32095720,51.7
chr6,32095720,32095721,51.45
chr6,32095721,32095722,51.2
chr6,32095722,32095723,51.45
chr6,32095723,32095724,51.33
chr6,32095724,32095725,51.58
chr6,32095725,32095726,51.95
chr6,32095726,32095727,52.33
chr6,32095727,32095728,52.2
chr6,32095728,32095729,52.57
chr6,32095729,32095730,53.45
chr6,32095730,32095731,52.82
chr6,32095731,32095732,52.2
chr6,32095732,32095733,52.57
chr6,32095733,32095734,53.32
chr6,32095734,32095735,53.45
chr6,32095735,32095736,53.57
chr6,32095736,32095737,53.95
chr6,32095737,32095738,53.7
chr6,32095738,32095739,54.19
chr6,32095739,32095740,54.07
chr6,32095740,32095741,54.82
chr6,32095741,32095742,55.07
chr6,32095742,32095743,55.19
chr6,32095743,32095744,54.82
chr6,32095744,32095745,54.57
chr6,32095745,32095746,54.57
chr6,32095746,32095747,54.32
chr6,32095747,32095748,53.95
chr6,32095748,32095749,53.7
chr6,32095749,32095750,54.32
chr6,32095750,32095751,55.56
chr6,32095751,32095752,56.19
chr6,32095752,32095753,56.31
chr6,32095753,32095754,56.31
chr6,32095754,32095755,55.94
chr6,32095755,32095756,56.06
chr6,32095756,32095757,56.31
chr6,32095757,32095758,56.81
chr6,32095758,32095759,57.31
#bedGraph section chr6:32095759-32098453,,,
chr6,32095759,32095760,57.56
chr6,32095760,32095761,57.06
chr6,32095761,32095762,57.18
chr6,32095762,32095763,56.94
chr6,32095763,32095764,57.81
chr6,32095764,32095765,58.31
chr6,32095765,32095766,58.18
chr6,32095766,32095767,58.43
chr6,32095767,32095768,58.31
chr6,32095768,32095769,58.68
chr6,32095769,32095770,58.56
chr6,32095770,32095771,58.56
chr6,32095771,32095772,58.31
chr6,32095772,32095773,57.81
chr6,32095773,32095774,58.06
chr6,32095774,32095775,58.18
chr6,32095775,32095776,57.06
chr6,32095776,32095777,57.43
chr6,32095777,32095778,57.81
chr6,32095778,32095779,56.81
chr6,32095779,32095780,56.56
chr6,32095780,32095781,57.31
chr6,32095781,32095782,57.31
chr6,32095782,32095783,57.56
chr6,32095783,32095784,57.68
chr6,32095784,32095785,57.81
chr6,32095785,32095786,58.56
chr6,32095786,32095787,58.18
chr6,32095787,32095788,58.31
chr6,32095788,32095789,57.31
chr6,32095789,32095790,57.56
chr6,32095790,32095791,57.56
chr6,32095791,32095792,56.81
chr6,32095792,32095793,57.31
chr6,32095793,32095794,57.18
chr6,32095794,32095795,57.18
chr6,32095795,32095796,57.06
chr6,32095796,32095797,57.06
chr6,32095797,32095798,57.06
chr6,32095798,32095799,56.06
chr6,32095799,32095800,56.94
chr6,32095800,32095801,57.81
chr6,32095801,32095802,58.06
chr6,32095802,32095803,58.43
chr6,32095803,32095804,57.93
chr6,32095804,32095805,57.56
chr6,32095805,32095806,57.31
chr6,32095806,32095807,57.06
chr6,32095807,32095808,57.06
chr6,32095808,32095809,56.56
chr6,32095809,32095810,56.69
chr6,32095810,32095811,58.31
chr6,32095811,32095812,58.93
chr6,32095812,32095813,59.3
chr6,32095813,32095814,58.68
chr6,32095814,32095815,58.18
chr6,32095815,32095816,57.81
chr6,32095816,32095817,57.68
chr6,32095817,32095818,57.06
chr6,32095818,32095819,56.81
chr6,32095819,32095820,56.94
chr6,32095820,32095821,57.18
chr6,32095821,32095822,57.31
chr6,32095822,32095823,57.18
chr6,32095823,32095824,57.18
chr6,32095824,32095825,56.81
chr6,32095825,32095826,56.81
chr6,32095826,32095827,56.81
chr6,32095827,32095828,56.69
chr6,32095828,32095829,56.94
chr6,32095829,32095830,57.56
chr6,32095830,32095831,57.93
chr6,32095831,32095832,58.18
chr6,32095832,32095833,57.81
chr6,32095833,32095834,57.56
chr6,32095834,32095835,59.18
chr6,32095835,32095836,60.55
chr6,32095836,32095837,60.8
chr6,32095837,32095838,61.3
chr6,32095838,32095839,61.42
chr6,32095839,32095840,62.04
chr6,32095840,32095841,62.04
chr6,32095841,32095842,61.92
chr6,32095842,32095843,62.54
chr6,32095843,32095844,62.67
chr6,32095844,32095845,62.79
chr6,32095845,32095846,62.79
chr6,32095846,32095847,62.92
chr6,32095847,32095848,64.04
chr6,32095848,32095849,64.54
chr6,32095849,32095850,64.91
chr6,32095850,32095851,65.41
chr6,32095851,32095852,65.78
chr6,32095852,32095853,65.66
chr6,32095853,32095854,65.53
chr6,32095854,32095855,65.53
chr6,32095855,32095856,65.53
chr6,32095856,32095857,65.66
chr6,32095857,32095858,65.66
chr6,32095858,32095859,65.78
chr6,32095859,32095860,65.41
chr6,32095860,32095861,64.04
chr6,32095861,32095862,64.04
chr6,32095862,32095863,63.79
chr6,32095863,32095864,64.66
chr6,32095864,32095865,64.16
chr6,32095865,32095866,64.04
chr6,32095866,32095867,64.16
chr6,32095867,32095868,63.54
chr6,32095868,32095869,63.29
chr6,32095869,32095870,63.41
chr6,32095870,32095871,63.29
chr6,32095871,32095872,63.04
chr6,32095872,32095873,62.67
chr6,32095873,32095874,62.04
chr6,32095874,32095875,61.92
chr6,32095875,32095876,62.04
chr6,32095876,32095877,62.54
chr6,32095877,32095878,62.29
chr6,32095878,32095879,62.04
chr6,32095879,32095880,61.55
chr6,32095880,32095881,61.55
chr6,32095881,32095882,60.17
chr6,32095882,32095883,58.93
chr6,32095883,32095884,58.56
chr6,32095884,32095885,58.8
chr6,32095885,32095886,58.68
chr6,32095886,32095887,58.43
chr6,32095887,32095888,58.56
chr6,32095888,32095889,58.43
chr6,32095889,32095890,57.93
chr6,32095890,32095891,57.43
chr6,32095891,32095892,57.31
chr6,32095892,32095893,57.43
chr6,32095893,32095894,57.31
chr6,32095894,32095895,56.44
chr6,32095895,32095896,55.81
chr6,32095896,32095897,55.69
chr6,32095897,32095898,55.56
chr6,32095898,32095899,55.32
chr6,32095899,32095900,54.82
chr6,32095900,32095901,54.57
chr6,32095901,32095902,54.19
chr6,32095902,32095903,53.57
chr6,32095903,32095904,53.57
chr6,32095904,32095905,53.32
chr6,32095905,32095906,52.95
chr6,32095906,32095907,53.32
chr6,32095907,32095908,52.95
chr6,32095908,32095909,52.08
chr6,32095909,32095910,52.08
chr6,32095910,32095911,52.2
chr6,32095911,32095912,51.33
chr6,32095912,32095913,50.83
chr6,32095913,32095914,50.21
chr6,32095914,32095915,49.83
chr6,32095915,32095916,49.21
chr6,32095916,32095917,48.46
chr6,32095917,32095918,48.09
chr6,32095918,32095919,47.59
chr6,32095919,32095920,47.34
chr6,32095920,32095921,46.72
chr6,32095921,32095922,46.22
chr6,32095922,32095923,46.35
chr6,32095923,32095925,45.97
chr6,32095925,32095926,45.72
chr6,32095926,32095927,45.47
chr6,32095927,32095928,45.1
chr6,32095928,32095930,44.1
chr6,32095930,32095931,42.86
chr6,32095931,32095932,42.11
chr6,32095932,32095933,41.99
chr6,32095933,32095935,41.74
chr6,32095935,32095936,41.36
chr6,32095936,32095937,41.36
chr6,32095937,32095938,40.99
chr6,32095938,32095939,40.37
chr6,32095939,32095940,39.87
chr6,32095940,32095941,39.49
chr6,32095941,32095942,37.75
chr6,32095942,32095943,36.63
chr6,32095943,32095944,36
chr6,32095944,32095945,35.51
chr6,32095945,32095947,34.88
chr6,32095947,32095949,34.39
chr6,32095949,32095950,34.14
chr6,32095950,32095951,33.51
chr6,32095951,32095952,32.64
chr6,32095952,32095953,32.39
chr6,32095953,32095954,31.89
chr6,32095954,32095956,31.52
chr6,32095956,32095957,31.15
chr6,32095957,32095958,31.02
chr6,32095958,32095959,30.77
chr6,32095959,32095960,30.27
chr6,32095960,32095961,29.4
chr6,32095961,32095962,29.03
chr6,32095962,32095963,28.28
chr6,32095963,32095964,28.16
chr6,32095964,32095965,27.66
chr6,32095965,32095966,26.04
chr6,32095966,32095967,24.54
chr6,32095967,32095968,24.17
chr6,32095968,32095969,23.42
chr6,32095969,32095970,23.3
chr6,32095970,32095971,22.67
chr6,32095971,32095972,22.55
chr6,32095972,32095973,22.18
chr6,32095973,32095974,21.55
chr6,32095974,32095975,21.05
chr6,32095975,32095976,20.18
chr6,32095976,32095977,19.81
chr6,32095977,32095978,19.81
chr6,32095978,32095979,18.56
chr6,32095979,32095980,17.82
chr6,32095980,32095981,17.44
chr6,32095981,32095982,16.82
chr6,32095982,32095983,16.07
chr6,32095983,32095984,15.95
chr6,32095984,32095985,15.82
chr6,32095985,32095986,15.95
chr6,32095986,32095987,15.45
chr6,32095987,32095988,14.95
chr6,32095988,32095989,14.45
chr6,32095989,32095990,14.33
chr6,32095990,32095991,14.2
chr6,32095991,32095992,14.08
chr6,32095992,32095993,13.83
chr6,32095993,32095994,13.7
chr6,32095994,32095995,12.33
chr6,32095995,32095996,12.08
chr6,32095996,32095997,11.96
chr6,32095997,32095998,11.59
chr6,32095998,32096000,11.34
chr6,32096000,32096002,10.71
chr6,32096002,32096003,9.97
chr6,32096003,32096005,9.72
chr6,32096005,32096006,9.34
chr6,32096006,32096007,9.22
chr6,32096007,32096008,8.35
chr6,32096008,32096009,8.22
chr6,32096009,32096011,8.1
chr6,32096011,32096015,7.35
chr6,32096015,32096016,6.85
chr6,32096016,32096017,6.98
chr6,32096017,32096018,6.73
chr6,32096018,32096019,6.35
chr6,32096019,32096020,5.98
chr6,32096020,32096023,5.73
chr6,32096023,32096027,5.11
chr6,32096027,32096028,4.73
chr6,32096028,32096033,4.48
chr6,32096033,32096034,4.36
chr6,32096034,32096036,4.24
chr6,32096036,32096037,4.11
chr6,32096037,32096040,3.61
chr6,32096040,32096041,3.49
chr6,32096041,32096042,3.24
chr6,32096042,32096053,2.99
chr6,32096053,32096054,2.86
chr6,32096054,32096057,2.62
chr6,32096057,32096059,2.49
chr6,32096059,32096061,2.12
chr6,32096061,32096062,1.99
chr6,32096062,32096063,1.87
chr6,32096063,32096064,1.49
chr6,32096064,32096067,1.37
chr6,32096067,32096071,1.12
chr6,32096071,32096074,1
chr6,32096074,32096080,1.37
chr6,32096080,32096088,1.49
chr6,32096088,32096094,1.37
chr6,32096094,32096102,1.25
chr6,32096102,32096108,1.12
chr6,32096108,32096114,0.87
chr6,32096114,32096116,1
chr6,32096116,32096144,0.75
chr6,32096144,32096147,0.87
chr6,32096147,32096184,0.75
chr6,32096184,32096198,1
chr6,32096198,32096205,1.12
chr6,32096205,32096211,0.87
chr6,32096211,32096215,0.75
chr6,32096215,32096235,0.87
chr6,32096235,32096236,1
chr6,32096236,32096244,1.12
chr6,32096244,32096245,1.25
chr6,32096245,32096255,1.12
chr6,32096255,32096275,1.25
chr6,32096275,32096315,1.12
chr6,32096315,32096329,0.87
chr6,32096329,32096332,0.75
chr6,32096332,32096336,1
chr6,32096336,32096346,0.87
chr6,32096346,32096354,0.75
chr6,32096354,32096366,0.87
chr6,32096366,32096367,0.75
chr6,32096367,32096368,0.62
chr6,32096368,32096374,0.75
chr6,32096374,32096375,0.87
chr6,32096375,32096386,0.75
chr6,32096386,32096396,0.62
